ID,comment,sentiment
1983,ဒီလိုဆိုက့်နဲ ဆိုတာ အကြိုက်ဆုံးပဲ ဒီသီချင်းလေး အကြိုက်ဆုံးပဲ အားပေးနေပါတယ် ဒီထက်ကောင်းတဲအများရီးထွက်နိုင်ပါစေ,positive
1984,😍😘,positive
1985,💘💘💘,positive
1986,တီးတဲ့ကြိုးနံပါတ်လေးတွေပြောပြပါလား,neutral
1987,ရရင်ကောင်းမယ်,neutral
1989,ငါတော့ ကိုချစ်တာဘဲသိတယ်,positive
1991,အိမ် ြပန် ချိမ် ကပ်ကွပ်လေ ပေပါလာ ဗျား🥺,neutral
1992,😳,neutral
1994,မျော်နေတယ် အိမ်ပြန်ချိန်🎼🖤,positive
1995,🤎,positive
1996,🥺🤎,positive
1997,အ သံ ေလး အ ရမ္း ႀကိဳက္ တယ္,positive
1998,ႀကိဳက္တယ္,positive
2000,ကျွန်တော်နဲ့ယူလိုက်ပါလား သီချင်းတေကြိုက်လို့ သေတော့မယ်😂😂😂,positive
2002,🥵,positive
2003,ကြွေပြီလို့,positive
2004,နင်သဘာဝအကြောင်းမဆိုတတ်ဘူးလား,negative
2005,နင်မိန်းမအကြောင်းမပါရင်သီချင်းမဆိုတတ်ဘူးလား,negative
2006,စောက်ရူးထမနေနဲ့ကြီးနေပီ,negative
2007,သူငယ်ချင်းတွေနဲ့တီးချင်လို့နဲ့လက်ခတ်လေးသီးသန့်တင်ပေးပါလားဗျာ,neutral
2009,😆😆😆😆😆😆😆😆😆😆,positive
2010,ငါလိုးမ မိုးထက်,negative
2012,ကြိုက်တယ်။,positive
2013,လဲ ဆိုပေးပါ🥺🥺,positive
2015,အကိုတို့သီချင်းစပေါက်ထဲကသီချင်းတွေကရိုးသွားတယ်မရှိဘူး အရမ်းကောင်းတယ် ဒီတစ်ပုဒ်လည်းမျှော်နေမယ်အကို,positive
2017,လာပါတော့ဗျာ ကြိုက်လို့,positive
2018,အိမ်ထောင်ကြလို့ကလေးတွေရရောမယ်။အဆင်ပြေပါစေ။မိန်းမကိုမနိမ့်စက်နဲ့သိလား။နောက်တခါကွဲရင်မကောင်းဘူး။။ချစ်မမ,negative
2019,ချစ်သူနဲ့ပြတ်သွားလား,negative
2021,ေႂကြဆင္း,neutral
2022,💕😍,positive
2024,အရမ်းမိုက်နေကော👍,positive
2025,🌻🍩🤟🏻,positive
2026,အကို့ပရိတ္သတ္ပါဘ်အကို ့သီခ်င္းေတြအကုန္နားေထာင္ဖူးပါတယ္က်ြန္ေတာ္လည္းသီခ်င္းဆိုတာဝါသနာပါလို့ပါဘ်အသံသြင္းရင္အကို့အကူအညီေလးလိုခ်င္လိုဖုန္းနံပါတ္ေလးေပးပါလားဘ်,neutral
2028,မိုက်တယ်ဗျာ ဘယ်တော့ထွက်မလဲ🤗,positive
2029,ကိစ္စအဆင်ပြေသွားပီလားသားကြီး။ တွေလဲရိုက်ပါဦး 🔥,positive
2030,မိုက်တယ်ဗျာ စော်မရှိတဲ့ကျနော်တောင်ကြိုက်တယ် ကိုရေ😪,positive
2031,အပြင်ရောက်နေတဲ့ ကျနော့်အတွက်ကွက်တိပဲ,positive
2032,🔥🔥🔥🔥,positive
2033,နင့်သီချင်းတွေနားထောင်မိလို့သတိရပါတယ်။။ချစ်မမ,positive
2034,နင့်ကလေးရရင်မျိုးစေ့ကောင်းအောင်ပြုပြင်ပေးပါ။။သီချင်းတွေသင်ထားနော်။။ချစ်မမ,negative
2035,သူများတွေလိုမညာဘူးအမှန်အတိုင်းပြောရင်သီချင်းစာသားတွေမကောင်းလို့ပြန်ပြင်ဆိုပါနော်။။ချစ်မမ,negative
2036,အိမ်ပြန်ချိန်သီချင်းကသိတ်မကောင်းသေးဘူးဒါထက်ကောင်းတဲ့စာသားတွေထည့်ပါလားရိုးနေသေးတယ်ကြိုးစားပါ။။ချစ်မမ,negative
2037,ညစထွက်ကတည်းကနားထောင်နေတာ,positive
2038,👍👏အားပေးနေပါတယ်,positive
2039,🥺🐼,positive
2040,ျမန္ျမန္ထြက္ပါေတာ့😱😱,neutral
2041,အရမ်းမိုက်တယ် ရှယ်ကြိုက်,positive
2042,မထွက်ခင်တဲကကြိုက်ရတဲ့သီချင်းလေးနားထဲအမြဲစွဲနေ🥰,positive
2044,ကြိုက်တယ် ချစ်တုံး,positive
2045,လေးလည်း စောင့်နေမယ် အားတင်းထားပါ အခုအခြေအနေတွေနဲ့အဆင်မပြေမှန်းလည်း သိတယ် နားလည်ပါတယ်,positive
2046,အိမ်ပြန်ချိန်သီချင်းလေး နားထောင်ချင်နေတာကြာပြီကိုကြီးရေ💛အရမ်းကြိုက်တယ် 🍩,positive
2047,အိမ်ပြန်ချိန်က ထွက်ပြီလားဗျ။,positive
2049,😍😍😍😍😍,positive
2050,🤭😍😍😍😍,positive
2051,စထွက်ကတည်းကကြိုက်တာ ခုထိ,positive
2054,လေးလိုချင်လိုက်တာဗျား,positive
2055,အရမ်းချစ်ဖို့ကောင်းတယ်😘😘,positive
2056,🤏🏻,neutral
2058,သေတော့မာခများကြောင့်,negative
2059,သီချင်းတွေတိုင်အကုန်ကြိုက်တယ်🎼🖤🤟,positive
2060,💖💖,positive
2061,မိုက္တယ္👏👏,positive
2062,မေတြ့ရတာျကာျပီ,neutral
2064,ကို နဲ့ဆိုပြပါလား,positive
2065,💕,positive
2066,လိုမျိုး သဘောတရားသီချင်းလေးတေ ဆက်ရေးပါဦး,neutral
2067,စောက်ရူးဘာတွေကြောင်နေလဲ,negative
2068,ချောလိုက်တာ,positive
2069,လေးသိချင်မိတယ်🙁,neutral
2071,နင်ရူးနေပီလားကလားကြီးတဖြေးဖြေးနင်အရုပ်ဆိုးလာတယ်ဘာစားမိလို့လဲ။။မမ,negative
2072,သိချင်တယ်ဗျာ,neutral
2073,စထွက်ကတည်းကခုထိကြ်ုက်တယ်,positive
2075,အရမ်းကောင်းပါတယ်,positive
2078,ကို ဒီသီချင်းနဲ့ စသိ့ခဲ့တာ အရမ်းကြိုက် 😍,positive
2080,ေကာင္းတယ္,positive
2081,ပေါတောလေးနဲ့ ချစ်စရာလေးးး😭🎀,positive
2083,ခွေးကသီချင်းနယးထောင်😂,positive
2084,ချစ်စရာလေးဟယ်😍😍,positive
2085,နေရာတကာ အားပေးတာနော် ကျမက😁🥰🥰,positive
2086,ဘဲကြီးကွာ ယောက်ကျားအချင်းချင်းတောင်ကြွေတယ်,positive
2087,လူစင်စစ်ကနေခွေးဖြစ်ချင်နေပြီ😍😍😍😍😍😍,positive
2088,အဲ့ခွေးလေးပဲဖြစ်ချင်လိုက်တော့တယ်😢💖,positive
2089,သီချင်း လုပ်ပါအုန်း,neutral
2091,ချစ်နေပီ 😁,positive
2092,ခွေးမလေးဖြစ်ချင်သွားပီ 🤧🤧🤣🤣🤣🤣😂😂😂😂,positive
2093,ချစ်စရာလေး,positive
2094,😂🤣🤣🤣,positive
2096,ဒီဇင္ဘာမရယ္ ေနရာခ်င္းသာလဲခ်င္တယ္😿😾,neutral
2097,အားပေးနေတယ်,positive
2099,🥹🖤,positive
2100,🐶,positive
2101,အခုလိုပူနေတဲ့အချိန်မှာ ကိုဖက်တော့ နည်းနည်းအေးသွားလားလို့ 😏😏,positive
2102,ပထမဆုံးနဲ့ ဒုတိယ👉👈🥺,positive
2103,🤣ချစ်စရာ,positive
2104,ဟော,neutral
2105,၄ ခါလောက် အိမ်ပြန်လိုက်ပို့ခဲ့ပြီး မိဘတွေသိသွားလို့ ဝေးကွာခဲ့ရတဲ့ ကောင်မလေးကို သတိရတယ်ဗျာ တစ်သက်တာ အမှတ်တရပါပဲ😔,negative
2106,အရင်ချိန်လေး ပြန်လွမ်းမဲ့ အစား ရှိတယ် နော်ဘရားသားတို့,positive
2107,လျှောက်လည်ပြီးညေနအိမ်ပြန်မခွဲချင်လို့ သူ့အိမ်နဲ့ကိုယ့်အိမ်လမ်းတစ်လျှောက် ဆိုင်ကယ်ခနခနပတ်မောင်းခဲ့တာလေးသတိရ😊,positive
2109,စစ်ပွဲမှာအင်အားကြီးရင်နိုင်ပင်မဲ့အချစ်ပွဲမှာအင်အားကြီးရင်ရှုံးပါတယ်,negative
2110,ကျွန်တော့်ရဲ့ကျောင်းသူလေးကိုလွမ်းမိသွားပြီ,negative
2112,😢😢😢😢😢😢😢💔💔💔💔💔,negative
2113,ဒီသီချင်းကိုကလေးလေးပြလို့နားထောင်ခဲ့တယ်အဲ့ကတည်းကသူနဲ့အိမ်ပြန်ချိန်တိုင်းဒိသီချင်းလေးနားထောင်ပြီးအိမ်ပြန်ခဲ့ကြတယ်အဲ့ကတည်းကအရမ်းကြိုက်ခဲ့တယ်ဒီသီချင်းနားထောင်တိုင်းသူ့မျက်နှာကိုပဲပြေးမြင်မိတယ်,positive
2114,တချိန်ကတယောက်သောသူပိုဖူးတယ် သတိရတယ်ထက်ကျော်လင်းရယ်အရင်လိုပြန်ချစ်လာရင်ကောင်းမှာဘဲ,negative
2115,အရင်လိုကျူရှင်လာကြိုပေးပါလားအကိုရယ်😭💔,negative
2116,သိပ်ချစ်ပါတယ်ပြောခဲ့တဲ့မကိုသိပ့်လွမ်းနေတာကိုသိစေချငိသေးတယ်,negative
2118,သူနဲ့လျှောက်လည်ပြီးပြန်လာရင်ဒီသီချင်းလေးဆိုပြီးအတူတူပြန်ကြတာအခုကတော့သူ့ကောင်မလေးနဲ့ပျော်နေရောပေါ့,negative
2119,အိမ်ပြန်ချိန်တွေမှာ အတူရှိခွင့်မရတော့ပါဘူး ဒါပေမဲ့ လမ်းခရီးတလျောက်တော့ အန္တရာယ်ကင်းပါစေ ။,negative
2120,ုညဘညလဘညညဘညတနေါတေတတတနအမျေမိ်ေျေိျ်ျမမိိျ,neutral
2121,နမနအမနအတမန,neutral
2122,မွေးနေ့မှာသူဖွင့်ပြခဲ့တဲ့သီချင်းလေး ခုတော့ဝေးခဲ့ရပီ 💔 လွမ်းတယ်,negative
2123,ြပန်သတိရမိတယ်😢😢😢,negative
2124,အရင်ချိန်တွေသတိရမိတယ်😔,negative
2125,ကြိုက်တယ်ဗျာ သူများသီချင်းယူပြီးဆိူတဲ့ခေတ်မှာ ကိုယ်နဲ့ကိုယ်ကြိုးစားတဲ့သီချင်းမို့ အားပေးပါတယ်😊👏,positive
2126,တောင်ဖြစ်သွားတယ် ရယ် နားထောင်ရင်းငိုချင်သလို တစ်စုံတစ်ယောက်ကိုသတိရသလို အရင်ချိန်ပြန်ရောက်သွားသလို တစ်စုံတစ်ယောက်ကိုအရမ်းမုန်းသလို ကြီး အပြည့့်ရတယ်,positive
2129,ပြန်လိုချင်တယ်🥺,positive
2130,မောင့်ကိုလွမ်းတယ်😢😢,negative
2131,အရမ္းႀကိဳက္တယ္😊,positive
2133,အမှက်တရတွေများစွာနဲ့😢,negative
2135,အရင်လိုလေးလဲပြန်ဖြစ်ချင်တယ်😢,negative
2136,ဒီသီချင်းခေးကတကယ်ကောင်းတယ်,positive
2137,အကြိုက်ဆုံးကို ဖော်ပြပ့ဆို အိမ်ပြန်ချိန်နဲ့ ချစ်လူမိုက်🎉,positive
2138,😢😢😢😢😢,negative
2139,ကြိုက်သယ်,positive
2140,ကောင်းပါတယ်,positive
2141,တစ်လတစ်ခါပဲတွေ့ရတဲ့ သူမျက်နှာလေးကို သွားတွေ့ပြိး အိမ်ပြန်ချိန်တိုင်း ရင်ဘတ်ထဲစို့နင့်နေအောင် မျက်ရည်ဝဲရတယ်မလွမ်းရဲပါဘူးအနားမှာပဲရှိစေချင်တာ,negative
2142,တစ်ချိန်ကသူဆိုပြခဲ့ဘူတယ်😢😢,negative
2143,ငယ် အခုတော့ မဆုံနိုင်တော့ပါဘူး,negative
2144,နဲ့တွေ့ရတဲ့ညနေလေးများမှာ အိမ်ပြန်ချိန်တိုင်းဆိုငိုချင်😢 ဘယ်တော့မှ ခွဲချင်ဘူး,negative
2145,ငါနဲ့မဆိုင်တော့ဘူးလေ😢😢😢😢😢😢😢😢😢😢မ💔💔💔💖💖,negative
2146,အာသီခ်င္းျကာလိုက္ေတာ့ဘာျဖစ္သြားလဲမသိဘူး🎉😢,neutral
2147,သိပ်ချစ်ရတဲ့ရည်းစားဟောင်းနဲ့မပြတ်ခင်တူန်းက အတူတူအိမ်ပြန်တိုင်းနားထောင်းဖြစ်ခဲ့တယ်အခုတော့ငါနဲ့မဆိုင်တော့ဘူး😊,positive
2148,အိမ်ပြန်ချိန်ဆို သူ့မှာစိတ်မချလို့အိမ်နားထိလိုက်ပို့ရှာတာ အိမ်ကအဖေကိုလဲကြောက်တော့ ပို့ပြီးတာနဲ့စက်ဘီးနှင်းပြေးတာ,neutral
2149,မင်း မေ စပ သူမကိုတောင်လွမ်း တယ် အရင် ကဆို သူ အိမ် ပြန် ရင် ပြန် ပို့ပေပြီး လမ်း ထဲ မာ နို့ နိုက်ဒါ 🤩,negative
2150,မှိုင်း💔,negative
2151,သတိယတာပေါ့ဗျာ😢😢😢,negative
2157,ဟာဗျာ ပုံကြီးချဲ့တက်တယ်🥺🙉,neutral
2159,အတူရှိချင်သောအိမ်ပြန်ချိန်များ,neutral
2160,👇🤟😆,positive
2161,တစ်နေ့ကထိအိမ်ပြန်လိုက်ပို့ခဲ့တဲ့အကိုကြီးက မနေ့ကပဲစိမ်းသွားတယ်တဲ့😅,negative
2162,စံပယ်ပင်လေးတွေကိုရေလောင်းေနတဲ့ညမကိုခိုးကြည့်ခဲ့တယ်လေအကိုရယ်😢,negative
2164,အတိတ်ကနေ့ရက်တွေသာ လှပခဲ့ရင် ကိုယ်တို့နှစ်ယောက် အတူရှိနေနိုင်ဦးမှာပါ😢 ကိုအပေါ်နာလည်းနာနိုင်လာခဲ့ရင် ဒါမှမဟုတ် ကိုဘယ်လောက် ချစ်မှန်း မင်းသိရင် သေချာပေါက်ဝမ်းနည်းမှာပါ😢,negative
2165,အခုတော့အတူမရှိနိုင်တော့ဘူး,negative
2166,ထွက်ကတည်းက ကြိုက်လွန်းလို့ ခဏခဏနားထောင်မိတယ် အကြိမ်ပေါင်းရာချီပါပြီ,positive
2167,ပြန်နားထောင်လိုက်တိုင်းမှာ မေ့ပြီထင်တဲ့သူမနဲ့အမှတ်တရတွေက အေတွးထဲးမှာအစဆုံးပြန်ပေါ်လာတယ်,negative
2168,ကျွန်မနဲ့ကျွန်မကိုကိုလဲ အခုဒီသီချင်းလေးလိုဘဲချစ်ကြတာ အိမ်ပြန်တွေဆိုမခွဲချင်ဘူး,positive
2169,သီချင်းတွေနားထောင်ရင် ပြန်မလာတော့တဲ့ တစ်စုံတစ်ယောက်ကို သတိရတယ်😌,negative
2170,နားထောင်တိုင်းကျောင်းသားဘဝနဲ့ အတူအော်ဆိုခဲ့တဲ့ သူငယ်ချင်းတွေကိုလွမ်းတယ် 😢,negative
2172,အက်စ်တာမိုးကိုအရမ်းချစ်ခဲ့တာ,negative
2173,ဒါေလးနားေထာင္ျဖစ္တိုင္းလြမ္းမိတယ္ ဒါမဲ့ေဝးသြားတာကလဲပိုေကာင္းပါတယ္အသဲရယ္😉,positive
2174,မှတ်မိပါသေးတယ် ဆရာသီချင်းအမည်ပေးခဲ့လို့နားထောင်ဖြစ်တဲ့သီချင်းလေး😊,positive
2175,ကောင်မလေးကိုလွမ်းတယ်ဗျာ ကရင်မလေးရေ,negative
2176,အတိတ်ကိုပြန်သွားလို့သာ ရခဲ့ရင် အကိုအိမ်ပြန်ချိန်မှာ ဒီသီချင်းလေးဆိုပြခဲ့တဲ့အချိန်ကို ပြန်သွားချင်မိတယ် အကိုသာမြင်ခဲ့မယ်ဆိုအကို့ကလေးမအခုထိမရင့်ကျက်သေးပါလားဆိုပြီး တွေးနေအုန်းမယ်ထင်ပါရဲ့,negative
2177,သူမ ကိုလွမ်တယ်,negative
2178,ဒီ တောင်ရှိပြီပဲ,neutral
2179,လွမ်းနေတုန်း😢,negative
2180,ပြိုင်မျဉ်းနှစ်ကြောင်းလိုဖစ်နေပါပီ😊,neutral
2181,🤡,positive
2182,တခြားသူလက်မှာပျော်နေတဲ့ မောင့်ရဲ့ မကို မြင်ရတာ ရင်တေလဲနင့်နေပါပြီ,negative
2185,🤠,positive
2186,အမေအိမ်လေးလွမ်းလိုက်တာ ဟ,negative
2187,အမေကိုလွမ်းလိုက်တာ ဟ,negative
2188,သူဆိုနေပြနေကျ သီချင်းလေး ခုထိဆိုပြနေတုန်းပဲ😚,positive
2189,အိမ်ပြန်ချိန်သီချင်းကြားရင်အရမ်းလွမ်းတယ်,negative
2190,အတူတူပါပဲဗျ,neutral
2191,အကို တပေကျယ်ရဲ့သီချင်းတေကိုလိုက်တယ်ဗျာ,positive
2192,သူ့ကိုလွမ်းတယ်ဒီသီချင်းကသူအကြိုက်ဆုံးတဲ့ဗျာခုတော့ကျွန်တော်ကျန်ခဲ့ရပြီပေါ့,negative
2193,အရင်ကဆိုတစ်မြို့ထဲမို့တစ်နေ့တစ်ခါပဲတွေ့ရရင်တောင်လွမ်းလို့ဆိုဂျီကျဖူးတယ် အခုကျ😅,negative
2194,သူက လွန်ခဲ့တဲ့၁လက ပြောခဲ့တယ် ဒါလေးဖွင့်ပြီး အိမ်လိုက်ပို့ခဲ့ရမှာတဲ့။ ဘာသဘောလဲသူရေ,negative
2195,အရင်ချိန်တွေ တို့၂ယောက်လုံးပြန်မရနိုင်တော့ဘူးဟာ 😢,negative
2196,🥺 😢,negative
2197,ကျွန်တော်အရမ်းကြိုက်တယ်,positive
2198,သူမနဲ့သူငယ်ချင်းအဖစ်ကေနလက်ထက်ခဲ့တယ် ဘားမှမဆိုင်ဘဲ သူမက ကို့ရင်ခွင်ထဲေရာက်လာခဲ့တယ် မှာတင်ဖို့ သူမနဲ့အတူတူ သီချင်းလေးတွေဆို သူမကဗခုံးမှာလာပီးအိပ့်နေ ကိုကဆိုပြလေးတင် အခုတော့လက်ထက်ပီး ကွဲသွားကြပါပီ ပျော်ရွှင်ပါတယ် ပေးဆပ်ခဲ့တာကိုပေါ့ သူမကနောက်တစ်ယောက်နဲ့သာယာနေတယ်တဲ့ ပျော်ပါတယ်ဗျာ ဒီလိုကြားရတော့😔💔,negative
2200,ချစ်ရသူကိုချစ်တယ်လို့ပြောမယ်စဥ်းစားရင်ကိုယ်ရဲ့ရုပ်ရေ ကိုယ့်ရဲ့အတိုင်းဝိုင်းကို့ရဲ့အနာဂတ်တေကိုကြည့်ရြသေးတယ်😞😞😞😐,negative
2201,အကိုသီချင်းေဘးအိမ်က နဲကြည့်ရတာ😢,negative
2202,နားေထာင်ေနတာကြာပြီ,positive
2204,အိမ်ပြန်ချိန်တိုင် မျှော်နေတတ်တဲ့ သူမကိုအရန်လွမ်တယ် ဗျာ😌,positive
2205,အရင်လိုအချိန်က ဒီသီချင်းလေးနဲ့လိုက်ဖက်တယ်😢အခုတော့😣😞,negative
2206,သူနဲ့အတူတူ ပတ်သွားဖြစ်ခဲ့ရင် အိမ်ပြန်ခါနီးတိုင်း ဒီသီချင်းလေးနားထောင်မယ်,positive
2207,အဲ့လို့လေးနေချင်လိုက်တာ😢,neutral
2208,အိမ်ပြန်ချိန်တွေဆိုရင် အကို့ရဲ့နောက်ကျောလေးကိုကြည့်ပြီး ညီမမှာ မျက်ရည်ေတွနဲ့ အကိုကတော့ ဘယ်သိပါ့မလဲ,negative
2210,မဆုံတော့မယ့်အိမ်ပြန်ချိန်တွေကို ရွေးချယ်မိနေမိပြီ ရေ😔,negative
2211,အခုတောင်သူ့ကိုလွမ်းလာပြီ😔😔,negative
2212,နားထောင်တိုင်းအရင်ကဆိုပြဖူးတဲ့ကောင်လေးကိုသတိရသွားတယ်💔,negative
2213,ဒီသီချင်းကြားတိုင်းသူေကျာင်းလိုက်ပို႔တဲ့အချိန်ေတွကိုသိပ်လွမ်းမိတယ် ကိုရယ် နစ်ကိုေစာင့်ေနေပးပါ😭😊🥀,positive
2214,အိမ်ပြန်ရောက်ရင်ဆူခံရမှာဆိုးလို့စိတ်ပူပေးတဲ့လူကိုမြင်ယောင်မိတယ်,positive
2215,ရွှေပြည်သာမှာနေတဲ့ဉာဏ်လင်းထက်ကိုလွမ်းတယ်😔😭,negative
2216,ဒီသီချင်းလေကြားတိုင်းကိုကို့ကိုလွမ်းတယ😔,positive
2218,သူကပြောဖူးတယ်ဒီသီချင်းထဲကတချို့စာလုံးတေကမောင်တို့နှစ်ယောက်အဖြစ်နဲ့တူတယ်တဲ့,positive
2221,💔🌷,positive
2222,သူမကိုလွမ်းတယ် 😢😢,negative
2223,အတူတူနားထောင်ခ့ဲတဲ့သီခိင်းလေး😢,negative
2226,အကို အမြဲအားပေးနေပါတယ်,positive
2227,ကိုကိုနဲ့နာေးထာင်ဖြစ်ထပ်တူငျသီချင်း😊,positive
2228,ကောင်လေးကိုသတိရမိတယ်,positive
2229,မင်းရဲ့ပုံစံလေးကကမ္ဘာပေါ်မှာချစ်စရာအကောင်းဆုံဖြစ်မယ်ထင်တယ်ချစ်စရာတော့ကောင်းသား,positive
2230,😭😭😭😭😭😭😭,negative
2232,ခနလေးတွေ့ရတဲ့အတွင်းကို အမှတ်တရဖစ်သွားတယ် ဒီသီချင်း အရမ်းမုန်းခဲ့တာ အခုတော့ တိုက်ဆိုင်သွားတော့ ကြိုက်နေပီ😢😢,positive
2234,အဆောင်တုန်ကဘဝကိုပဲ့သတိရတယ်ဒီသီချင်းနားထောင်ရင်😢,negative
2235,ဒီသီချင်းလေးကြားပြီးသူ့ကိုတောင်သတိရမိတယ်,positive
2236,အမှတ်တမဲ့လေးတွေကအမှတ်တရဖြစ်ရတယ်ပြီးတော့နာကျင်ရတယ်,negative
2238,မေမြို့အပြန်လေးလွမ်းလိုက်တာကွာ💔,positive
2241,သူဆိုပြခဲ့သီချင်းလေးပေါ့ အခုတော့ဝေးသွားရပါပြီ,negative
2242,ကိုယ်အကြိုက်လေ့😭,positive
2244,ဒီလိုသီချင်းမျိုးဆို တော်ပါတယ် နားထောင်ရင်း ကောင်းမလေးလိုချင်ပီး ဂရုစိုက်ပေးချင်လာသလို တော်သဘောကျတယ်,positive
2245,အော်ဆယ်ကျော်သက်တေအတွက်အကောင်းဆုံးသီချင်းလေးပါ😢😊,positive
2246,အိမ်ပြန်ရောက်ရင် အရမ်းလွမ်းလာတာတော့အမှန်ဘဲ,positive
2247,အိုသဘောကျလိုက်တာရှင်🧸🤍,positive
2248,ကေင်မလေးကထားခဲ့လို့နားထောင်တား,positive
2250,ဂျပန်သွားမ့ဲ ကိုရီးတဲ့လားကွာ😕,neutral
2251,ကိ,neutral
2252,လွမ်းလိုက်တာ ခင် ရယ် အိမ်ပြန်ချိန် ကိုခါးကို ဖက်ထားပြီး ကို ဒီသီချင်းဆိုပြခဲ့တာ မှတ်မိသေးရဲ့လား,positive
2253,အရင်တုန်းက ကိုကိုနဲ့အိမ်ပြန်ချိန်လေး ခုတော့😞,negative
2254,ညဘက်သူ့ကိုသွားကြိုပြီး သူ့အိမ်ကိုလမ်းလျှောက်ပြန်တဲ့အချိန်တိုင်းဒီသီချင်းနဲ့မိန်းကလေးတစ်ယောက်ကိုချစ်မိရင်ဆိုတဲ့သီချင်းကိုတူတူဆိုခဲ့ကြဖူးတယ် ဖြစ်နိုင်ရင်ပြန်လိုချင်တယ် ရယ်,negative
2255,ပါးနင်သိလားအိမ်ပြန်ချိန်တိုင်းနင်ဖွင့်နေကျငါအနောက်ဂနေဖက်ထားပြီးနင်ဆိုနေတာလေးနားထောင်ပြီးပြုံးနေခဲ့တာအခုတာ့ငါ့နေရာလေးမှာတစ်ခြားတစ်ယောက်နဲ့😢,negative
2256,သီချင်းလေးကြိုက်တယ်,positive
2257,ဒီသီချင်းလေးကြားရင် အတူဆိုခဲ့တဲ့ အပြန်လမ်းလေးပဲသတိရတယ်,negative
2258,အတူရှိနေကြတဲ့အခိုက်တန့်လေးအပြီးအိမ်ပြန်ချိန်တွေကိုသိပ်မုန်းတာပဲ,negative
2261,ဒုတိယလူဖစ်တာထက်ပထမလူပြန်လာရင် ဒတိယသူကကျန်ခဲ့ပီ😢,negative
2262,🤟🤟,positive
2263,😍🤍,positive
2265,အလုပ်ပြီးရင် အတူတူပြန်ခဲ့တဲ့အချိန်ကို သိမ့်သတိရမိတယ်😢,negative
2266,က်ေတာ္မအိမ္ျပန္ခ်ိန္မရိွပါဘူ,neutral
2267,ကောင်မလေးတောင်သတိရ😢😢,negative
2268,အာ့လိုအချိန်တွေပြန်မရနိုင်တော့ဘဝပါ😢,negative
2269,အိမ်ပြန်ချိန်တိုင်း ငိုချင်တယ်ဗျာ😢,negative
2270,စစစစ,neutral
2271,သချင်းလေးနားထောင်လို့ကောင်းတယ်,positive
2274,ညီမချစ်သူကိုအရမ်းလွမ်းတယ်ထားခဲ့တာမှားပြီလား😢😢,negative
2276,အရမ်းကောင်းတယ် 🎉🎉🎉,positive
2278,ပိုပို,neutral
2279,ဒီသီချင်းက ကိုယ်တို့အတွက်ထုတ်ထားသလိူပဲငယ်ရယ်ချစ်တယ်💟,positive
2280,ဒီသီချင်းလာနားထောင်မိတိုင်းသူ့ကိုလွမ်းတယ်အခုတော့ကိုယ်မဟုတ်တဲ့အမျိူးသမီးနဲ့သူပျော်နေပီ💕,negative
2281,ညနေခင်း စစ်ကိုင်းတံတားကအပြန် လေးရိုက် ဒီသီချင်းလေးနဲ့ လုပ်ပေးဖူးတဲ့ကောင်မလေးကို လွမ်းတယ်,negative
2282,😘😘😘😌😌😇😇😇😇😇😇,positive
2283,ဒီသီချင်းသံကြားရင် သူ့ကိုသတိရတယ်,negative
2284,ယီးးငါဆိုမတက်ဘူးဟ,neutral
2285,အတူပြန်မယ်ကိုကို,positive
2286,😢😢😢😭,negative
2287,ဒီသီချင်းဆိုပြတဲ့ကောင်လေးရယ်လွမ်းတယ်,negative
2288,💔💔💔😭😭,negative
2290,အရင်နဲ့ကောအခုကောင်မလေးနဲ့ကောတွေ့ပိးအိမ်ပြန်ခါနိးရင်ဒိသချင်းလေးနားထောင်နေကြတူတူ😙,negative
2291,အိမ်ြပန်ချိန်,neutral
2292,ဒီညနေလေးမှာ နှုတ်ဆက်ရုတ်တရက်ခွဲခွာ,negative
2293,တိမ်မိုးသားများလဲ မည်းလာတော့မယ်,neutral
2294,မင်းလေးအိမ်ြပန်ရဲလား,neutral
2295,ငါစိမ်မချတာအမြဲပါ လိုက်ပို့ရသေသဲရာ,neutral
2296,အချိန်နောက်ကျတော့မှ အိမ်ြပန်ရောက်ရင်,neutral
2297,လူကြီးတွေ မင်းကိုဆဲချင်ရင်ဆဲမှာ,negative
2298,အိမ်ြပန်လမ်း အနမ်းပန်းကလေးများခြွေ,positive
2299,အတူရှိနေကြနဲ့ အခိုက်အတန့်လေးများလှပနေ,positive
2300,မင်းကလေးကငါ့ဘ၀ရဲ့,neutral
2301,ကိုယ်ပိုင်နန်းတော်ထဲက အချစ်ရဆုံးသောနတ်ဘုရားမပဲ,positive
2302,အိမ်ြပန်ချိန်လေးတိုင်းဆို မင်းနဲ့အတူရှိချင်မိတယ် နေတိုင်းကို,positive
2303,အိမ်ြပန်ချိန်လေးတိုင်းဆို မျက်ရည်များစွာ ကိုယ့်မှာကျဆင်းလို့,positive
2304,ဘယ်တော့မှမလွမ်းရဲဘူး ဘယ်တော့မှမဆွေးရဲဘူး,negative
2305,တို့အိမ်ြပန်ချိန်လေးများ တို့အိမ်ြပန်ချိန်လေးများ,neutral
2306,အိမ်ရောက်ရင်ညကျ ဖုန်းပြောဖို့အားသွင်းထားပါလား,neutral
2307,လှချင်လွန်းလို့ ၀ိတ်မလျှော့နဲ့ ညစာအမြဲတမ်းစားပါ,positive
2308,ကိုကိုပြောသမျှမှာသမျှတွေ မှတ်လို့ထားတာ,positive
